164	143	-1	
123	144	-1	
143	144	-1	
144	144	4	
145	144	-1	
165	144	-1	
124	145	-1	
144	145	-1	
145	145	4	
146	145	-1	
166	145	-1	
125	146	-1	
145	146	-1	
146	146	4	
147	146	-1	
167	146	-1	
126	147	-0.5	
146	147	-1	
147	147	2	
168	147	-0.5	
137	158	-0.5	
158	158	2	
159	158	-1	
179	158	-0.5	
138	159	-1	
158	159	-1	
159	159	4	
160	159	-1	
180	159	-1	
139	160	-1	
159	160	-1	
160	160	4	
161	160	-1	
181	160	-1	
140	161	-1	
160	161	-1	
161	161	4	
162	161	-1	
182	161	-1	
141	162	-1	
161	162	-1	
162	162	4	
163	162	-1	
183	162	-1	
142	163	-1	
162	163	-1	
163	163	4	
164	163	-1	
184	163	-1	
143	164	-1	
163	164	-1	
164	164	4	
165	164	-1	
185	164	-1	
144	165	-1	
164	165	-1	
165	165	4	
166	165	-1	
186	165	-1	
145	166	-1	
165	166	-1	
166	166	4	
167	166	-1	
187	166	-1	
146	167	-1	
166	167	-1	
167	167	4	
168	167	-1	
188	167	-1	
147	168	-0.5	
167	168	-1	
168	168	2	
189	168	-0.5	
158	179	-0.5	
179	179	2	
180	179	-1	
200	179	-0.5	
159	180	-1	
179	180	-1	
180	180	4	
181	180	-1	
201	180	-1	
160	181	-1	
180	181	-1	
181	181	4	
182	181	-1	
202	181	-1	
161	182	-1	
181	182	-1	
182	182	4	
183	182	-1	
203	182	-1	
162	183	-1	
182	183	-1	
183	183	4	
184	183	-1	
204	183	-1	
163	184	-1	
183	184	-1	
184	184	4	
185	184	-1	
205	184	-1	
164	185	-1	
184	185	-1	
185	185	4	
186	185	-1	
206	185	-1	
165	186	-1	
185	186	-1	
186	186	4	
187	186	-1	
207	186	-1	
166	187	-1	
186	187	-1	
187	187	4	
188	187	-1	
208	187	-1	
167	188	-1	
187	188	-1	
188	188	4	
189	188	-1	
209	188	-1	
168	189	-0.5	
188	189	-1	
189	189	2	
210	189	-0.5	
179	200	-0.5	
200	200	2	
201	200	-1	
221	200	-0.5	
180	201	-1	
200	201	-1	
201	201	4	
202	201	-1	
222	201	-1	
181	202	-1	
201	202	-1	
202	202	4	
203	202	-1	
223	202	-1	
182	203	-1	
202	203	-1	
203	203	4	
204	203	-1	
224	203	-1	
183	204	-1	
203	204	-1	
204	204	4	
205	204	-1	
225	204	-1	
184	205	-1	
204	205	-1	
205	205	4	
206	205	-1	
226	205	-1	
185	206	-1	
205	206	-1	
206	206	4	
207	206	-1	
227	206	-1	
186	207	-1	
206	207	-1	
207	207	4	
208	207	-1	
228	207	-1	
187	208	-1	
207	208	-1	
208	208	4	
209	208	-1	
229	208	-1	
188	209	-1	
208	209	-1	
209	209	4	
210	209	-1	
230	209	-1	
189	210	-0.5	
209	210	-1	
210	210	2	
231	210	-0.5	
200	221	-0.5	
221	221	1	
222	221	-0.5	
201	222	-1	
221	222	-0.5	
222	222	2	
223	222	-0.5	
202	223	-1	
222	223	-0.5	
223	223	2	
224	223	-0.5	
203	224	-1	
223	224	-0.5	
224	224	2	
225	224	-0.5	
204	225	-1	
224	225	-0.5	
225	225	2	
226	225	-0.5	
205	226	-1	
225	226	-0.5	
226	226	2	
227	226	-0.5	
206	227	-1	
226	227	-0.5	
227	227	2	
228	227	-0.5	
207	228	-1	
227	228	-0.5	
228	228	2	
229	228	-0.5	
208	229	-1	
228	229	-0.5	
229	229	2	
230	229	-0.5	
209	230	-1	
229	230	-0.5	
230	230	2	
231	230	-0.5	
210	231	-0.5	
230	231	-0.5	
231	231	1	
421	421	1	
422	422	1	
423	423	1	
424	424	1	
425	425	1	
426	426	1	
427	427	1	
428	428	1	
429	429	1	
430	430	1	
431	431	1	
432	432	1	
433	433	1	
434	434	1	
435	435	1	
436	436	1	
437	437	1	
438	438	1	
439	439	1	
440	440	1	
441	441	1	
