148	127	-0.5	
107	128	-1	
127	128	-1	
128	128	4	
129	128	-1	
149	128	-1	
108	129	-1	
128	129	-1	
129	129	4	
130	129	-1	
150	129	-1	
109	130	-1	
129	130	-1	
130	130	4	
131	130	-1	
151	130	-1	
110	131	-1	
130	131	-1	
131	131	4	
132	131	-1	
152	131	-1	
111	132	-1	
131	132	-1	
132	132	4	
133	132	-1	
153	132	-1	
112	133	-1	
132	133	-1	
133	133	4	
134	133	-1	
154	133	-1	
113	134	-1	
133	134	-1	
134	134	4	
135	134	-1	
155	134	-1	
114	135	-1	
134	135	-1	
135	135	4	
136	135	-1	
156	135	-1	
115	136	-1	
135	136	-1	
136	136	4	
137	136	-1	
157	136	-1	
116	137	-0.5	
136	137	-1	
137	137	2	
158	137	-0.5	
127	148	-0.5	
148	148	2	
149	148	-1	
169	148	-0.5	
128	149	-1	
148	149	-1	
149	149	4	
150	149	-1	
170	149	-1	
129	150	-1	
149	150	-1	
150	150	4	
151	150	-1	
171	150	-1	
130	151	-1	
150	151	-1	
151	151	4	
152	151	-1	
172	151	-1	
131	152	-1	
151	152	-1	
152	152	4	
153	152	-1	
173	152	-1	
132	153	-1	
152	153	-1	
153	153	4	
154	153	-1	
174	153	-1	
133	154	-1	
153	154	-1	
154	154	4	
155	154	-1	
175	154	-1	
134	155	-1	
154	155	-1	
155	155	4	
156	155	-1	
176	155	-1	
135	156	-1	
155	156	-1	
156	156	4	
157	156	-1	
177	156	-1	
136	157	-1	
156	157	-1	
157	157	4	
158	157	-1	
178	157	-1	
137	158	-0.5	
157	158	-1	
158	158	2	
179	158	-0.5	
148	169	-0.5	
169	169	2	
170	169	-1	
190	169	-0.5	
149	170	-1	
169	170	-1	
170	170	4	
171	170	-1	
191	170	-1	
150	171	-1	
170	171	-1	
171	171	4	
172	171	-1	
192	171	-1	
151	172	-1	
171	172	-1	
172	172	4	
173	172	-1	
193	172	-1	
152	173	-1	
172	173	-1	
173	173	4	
174	173	-1	
194	173	-1	
153	174	-1	
173	174	-1	
174	174	4	
175	174	-1	
195	174	-1	
154	175	-1	
174	175	-1	
175	175	4	
176	175	-1	
196	175	-1	
155	176	-1	
175	176	-1	
176	176	4	
177	176	-1	
197	176	-1	
156	177	-1	
176	177	-1	
177	177	4	
178	177	-1	
198	177	-1	
157	178	-1	
177	178	-1	
178	178	4	
179	178	-1	
199	178	-1	
158	179	-0.5	
178	179	-1	
179	179	2	
200	179	-0.5	
169	190	-0.5	
190	190	2	
191	190	-1	
211	190	-0.5	
170	191	-1	
190	191	-1	
191	191	4	
192	191	-1	
212	191	-1	
171	192	-1	
191	192	-1	
192	192	4	
193	192	-1	
213	192	-1	
172	193	-1	
192	193	-1	
193	193	4	
194	193	-1	
214	193	-1	
173	194	-1	
193	194	-1	
194	194	4	
195	194	-1	
215	194	-1	
174	195	-1	
194	195	-1	
195	195	4	
196	195	-1	
216	195	-1	
175	196	-1	
195	196	-1	
196	196	4	
197	196	-1	
217	196	-1	
176	197	-1	
196	197	-1	
197	197	4	
198	197	-1	
218	197	-1	
177	198	-1	
197	198	-1	
198	198	4	
199	198	-1	
219	198	-1	
178	199	-1	
198	199	-1	
199	199	4	
200	199	-1	
220	199	-1	
179	200	-0.5	
199	200	-1	
200	200	2	
221	200	-0.5	
190	211	-0.5	
211	211	1	
212	211	-0.5	
191	212	-1	
211	212	-0.5	
212	212	2	
213	212	-0.5	
192	213	-1	
212	213	-0.5	
213	213	2	
214	213	-0.5	
193	214	-1	
213	214	-0.5	
214	214	2	
215	214	-0.5	
194	215	-1	
214	215	-0.5	
215	215	2	
216	215	-0.5	
195	216	-1	
215	216	-0.5	
216	216	2	
217	216	-0.5	
196	217	-1	
216	217	-0.5	
217	217	2	
218	217	-0.5	
197	218	-1	
217	218	-0.5	
218	218	2	
219	218	-0.5	
198	219	-1	
218	219	-0.5	
219	219	2	
220	219	-0.5	
199	220	-1	
219	220	-0.5	
220	220	2	
221	220	-0.5	
200	221	-0.5	
220	221	-0.5	
221	221	1	
421	421	1	
422	422	1	
423	423	1	
424	424	1	
425	425	1	
426	426	1	
427	427	1	
428	428	1	
429	429	1	
430	430	1	
431	431	1	
432	432	1	
433	433	1	
434	434	1	
435	435	1	
436	436	1	
437	437	1	
438	438	1	
439	439	1	
440	440	1	
441	441	1	
